Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
2,30-09-19 11:53,30-09-19 12:48,38.397822,-122.844267,38.397822,-122.844267,0,At Pleasant Hill Ave - Accident.,8285,Bodega Ave,L,Sebastopol,Sonoma,CA,95472,US,US/Pacific,KSTS,30-09-19 11:53,62,62,50,29.84,10,VAR,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,31-12-20 14:08,31-12-20 18:01,40.815378,-78.674973,40.800428,-78.672043,1.044,Crash on PA 36 both directions at HORSESHOE RD. There is a lane restriction.,5008,Main St,R,La Jose,Clearfield,PA,15753-7613,US,US/Eastern,KFIG,31-12-20 13:54,32,26,75,28.58,10,NW,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,15-10-20 13:19,15-10-20 15:06,39.878751,-75.102978,39.871481,-75.102018,0.505,Crash on I-76 eastbound Exit 1A - NJ 42/I-295 (Bellmawr) right shoulder closed use caution,nan,I-76 E,R,Mount Ephraim,Camden,NJ,8059,US,US/Eastern,KPHL,15-10-20 12:54,74,74,50,29.98,10,SSW,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,25-09-20 19:32,25-09-20 21:17,38.776333,-90.513022,38.775831,-90.512065,0.062,Incident on VETERANS MEMORIAL PKWY near 1ST CAPITOL DR Drive with caution.,nan,Veterans Memorial Pkwy,R,Saint Charles,St. Charles,MO,63303,US,US/Central,KSUS,25-09-20 19:54,72,72,68,29.4,10,SE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,07-03-19 11:31,07-03-19 12:00,42.45414,-87.85463,42.45414,-87.85463,0,Accident on 23rd St at CR-W34 Lewis Ave.,3100,23rd St,R,Zion,Lake,IL,60099-2026,US,US/Central,KUGN,07-03-19 11:55,23,17,53,30.45,10,ENE,4.6,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-10-19 5:53,01-10-19 6:23,48.76949,-122.4627,48.772718,-122.464468,0.237,At WA-542/Sunset Dr/Exit 255 - Accident. Right lane blocked.,nan,I-5 S,R,Bellingham,Whatcom,WA,98226,US,US/Pacific,KBLI,01-10-19 5:53,38,38,83,30,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
4,15-01-20 6:10,15-01-20 10:44,37.6746,-79.50179,37.62745,-79.5769,5.244,Between US-60/Exit 188 and US-11/Exit 175 - Accident involving heavy truck.,nan,I-81 S,R,Natural Bridge,Rockbridge,VA,24578,US,US/Eastern,KHSP,15-01-20 3:15,40,40,100,26.27,5,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
2,13-11-19 14:18,13-11-19 15:44,41.260681,-76.916023,nan,nan,0.50999999,Lane blocked due to accident on Loyalsock Ave Southbound from I-180 Exit 21 to Claire Rd.,998,N Loyalsock Ave,R,Montoursville,Lycoming,PA,17754-1066,US,US/Eastern,KIPT,13-11-19 13:54,30,23,47,29.78,10,W,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
4,02-03-17 15:01,02-03-17 21:01,40.92895,-75.09471,40.927123,-75.085059,0.519,Closed at RT-94/US-46/Exit 4 - Road closed due to accident.,nan,I-80 E,R,Columbia,Warren,NJ,7832,US,US/Eastern,K12N,02-03-17 14:54,41,35.2,35,29.88,nan,WNW,9.2,nan,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,13-10-18 0:37,13-10-18 1:06,34.279968,-119.309456,34.279968,-119.309456,0,Slow lane blocked due to jackknifed trailer on US-101 Southbound at Exit 71 US-101 Bus Main St.,nan,El Camino Real N,R,Ventura,Ventura,CA,93001,US,US/Pacific,KOXR,13-10-18 0:51,63,nan,90,29.85,8,ESE,4.6,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,26-10-16 9:56,26-10-16 15:56,39.26052,-94.58115,39.25936,-94.59363,0.672,At US-169 - Accident.,nan,MO-152 W,R,Kansas City,Clay,MO,64155,US,US/Central,KMCI,26-10-16 9:53,64.9,nan,90,30.01,10,SW,11.5,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,24-07-19 8:20,24-07-19 9:49,38.595272,-90.32589,38.595272,-90.32589,0,Right lane blocked due to accident on I-44 Eastbound at Exit 283 Shrewsbury Ave.,nan,I-44 W,R,Saint Louis,St. Louis County,MO,63119,US,US/Central,KCPS,24-07-19 7:53,70,70,84,29.74,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,18-03-20 17:55,18-03-20 18:10,40.256,-83.06316,40.256,-83.06316,0,At CR-72/Cheshire Rd - Accident.,nan,Olentangy River Rd,R,Delaware,Delaware,OH,43015,US,US/Eastern,KDLZ,18-03-20 17:56,46,43,100,29.03,3,ESE,7,0.07,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,09-10-17 10:04,09-10-17 10:49,35.897755,-78.609917,35.897755,-78.609917,0,Accident on Falls of Neuse Rd at I-540.,nan,Falls of Neuse Rd,R,Raleigh,Wake,NC,27615,US,US/Eastern,KRDU,09-10-17 9:51,78.1,nan,90,29.98,10,SW,18.4,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,23-05-20 9:45,23-05-20 10:15,38.608403,-121.401408,38.608403,-121.401408,0,At Alta Arden Expy - Accident.,2332,Fulton Ave,R,Sacramento,Sacramento,CA,95825-0365,US,US/Pacific,KMCC,23-05-20 9:47,70,70,31,29.81,10,NW,12,nan,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,22-12-16 7:24,22-12-16 13:24,33.31192,-87.63726,33.306638,-87.630096,0.552,At US-43/AL-13 - Accident.,13695,Highway 171,L,Northport,Tuscaloosa,AL,35475-1663,US,US/Central,KTCL,22-12-16 7:53,51.1,nan,83,30.28,10,Calm,nan,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,27-06-18 12:18,27-06-18 12:47,38.857265,-104.756912,38.857265,-104.756912,0,Left turn lane blocked due to accident on CO-83 Academy Blvd Northbound before La Salle St.,nan,E La Salle St,R,Colorado Springs,El Paso,CO,80909,US,US/Mountain,KCOS,27-06-18 12:54,96.1,nan,9,29.79,10,South,9.2,nan,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,01-05-18 8:51,01-05-18 9:20,26.331472,-81.750259,26.331472,-81.750259,0,Left lane blocked due to accident on I-75 Southbound at Exit 116 FL-865 Bonita Beach Rd.,nan,I-75 S,R,Bonita Springs,Lee,FL,34135,US,US/Eastern,KAPF,01-05-18 8:53,73,nan,73,30.17,10,ENE,8.1,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,24-11-20 17:47,24-11-20 22:12,35.34141,-117.971772,35.339782,-117.972622,0.122,NB 14 2 MI JSO REDROCK CANYON. A59-062 REQ A MOJ UNIT / ADD 2 VEH 1182,nan,Midland Trl,R,Cantil,Kern,CA,93519,US,US/Pacific,KMHV,24-11-20 17:40,48,44,62,27.2,10,NW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
2,10-08-16 9:49,10-08-16 10:19,29.64624,-95.239136,29.64624,-95.239136,0,Accident on Minnesota St at Shawnee St.,2399,Minnesota St,L,Houston,Harris,TX,77034-1126,US,US/Central,KHOU,10-08-16 9:53,89.1,nan,67,30.02,10,WSW,9.2,nan,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,08-01-19 17:21,08-01-19 17:51,34.136147,-117.368134,34.136147,-117.368134,0,HOV & #1 lane blocked due to accident on CA-210 Westbound near Exit 71 Riverside Ave.,nan,CA-210 W,R,Rialto,San Bernardino,CA,92376,US,US/Pacific,KSBD,08-01-19 17:50,64.4,nan,40,30.09,7,SSE,8.1,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
2,06-02-20 6:43,06-02-20 9:14,33.407848,-82.033447,33.407848,-82.033447,0,Accident on I-520 Eastbound at Windsor Spring Rd.,nan,Bobby Jones Expy W,R,Augusta,Richmond,GA,30906,US,US/Eastern,KAGS,06-02-20 6:53,69,69,90,29.48,3,S,14,0.02,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,19-04-19 17:07,19-04-19 18:06,40.668118,-111.90154,40.662971,-111.90149,0.356,At UT-173/53rd/5300/Exit 300 - Accident.,nan,I-15 S,R,Salt Lake City,Salt Lake,UT,84123,US,US/Mountain,KU42,19-04-19 16:54,76,76,23,25.69,10,VAR,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,31-01-20 20:31,31-01-20 21:31,32.716465,-96.776909,32.716465,-96.776909,0,Accident on Illinois Ave at Bonnie View Rd.,2939,E Illinois Ave,L,Dallas,Dallas,TX,75216-3423,US,US/Central,KRBD,31-01-20 20:53,50,50,57,29.43,10,WNW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
2,25-04-20 18:41,26-04-20 6:15,45.69392,-121.32122,45.69392,-121.32122,0,At Rowena River Rd/Exit 76 - Accident.,nan,I-84 W,R,The Dalles,Wasco,OR,97058,US,US/Pacific,KDLS,25-04-20 18:53,66,66,38,29.81,10,WNW,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,09-09-18 17:25,09-09-18 17:55,33.461205,-112.08213,33.461205,-112.08213,0,One lane blocked due to accident on I-10 Westbound at Exits 144 144A 144B Hance Deck Park Tunnel.,nan,I-10 W,R,Phoenix,Maricopa,AZ,85003,US,US/Mountain,KPHX,09-09-18 17:51,102.9,nan,18,29.65,10,West,15,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,26-11-20 9:12,26-11-20 11:35,40.648523,-74.490963,40.648153,-74.519393,1.491,Incident on I-78 WB near COUNTY HWY-651 Road closed. Take alternate route.,nan,I-78 W,R,Warren,Somerset,NJ,7059,US,US/Eastern,KSMQ,26-11-20 8:53,54,nan,93,29.86,2,nan,nan,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,05-02-20 12:06,05-02-20 12:49,40.797619,-73.341904,40.797619,-73.341904,0,Right lane blocked due to accident on I-495 Eastbound at Exit 51 Service Rd.,nan,Long Island Expy W,R,Huntington Station,Suffolk,NY,11746,US,US/Eastern,KFRG,05-02-20 11:53,42,36,32,29.89,10,NNE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-08-16 10:56,01-08-16 11:26,28.383909,-81.49807,28.383909,-81.49807,0,Accident on Vineland Ave at Little Lake Bryan Pkwy.,8399,Vineland Ave,L,Orlando,Orange,FL,32821,US,US/Eastern,KMCO,01-08-16 10:53,86,nan,65,30.14,10,SSE,6.9,nan,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,10-10-18 18:41,10-10-18 19:11,34.347104,-117.525668,34.338889,-117.52275,0.592,At Dusty Ln - Accident.,6908,US Highway 138,R,Phelan,San Bernardino,CA,92371-8785,US,US/Pacific,KGXA,10-10-18 18:55,64.8,nan,38,29.64,10,ESE,10.4,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
2,11-05-20 9:16,11-05-20 10:16,35.37626,-106.47225,35.37626,-106.47225,0,At NM-474/Exit 248 - Accident.,nan,I-25 N,R,Algodones,Sandoval,NM,87001,US,US/Mountain,KSAF,11-05-20 8:53,53,53,69,23.89,10,SSE,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,02-06-20 23:22,03-06-20 0:54,48.74369,-122.20228,48.74369,-122.20228,0,At Park Rd - Accident.,2835,Valley Hwy,L,Deming,Whatcom,WA,98244-9108,US,US/Pacific,KBLI,02-06-20 22:53,52,52,89,30.07,10,N,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,04-10-17 5:30,04-10-17 5:58,37.224503,-93.234291,37.224503,-93.234291,0,Accident on Packer Rd between Blaine St and E Division St.,3000,E Division St,R,Springfield,Greene,MO,65802-2492,US,US/Central,KSGF,04-10-17 5:52,69.1,nan,100,30.29,10,South,10.4,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
2,05-07-19 7:01,05-07-19 7:46,41.297989,-73.935745,41.297989,-73.935745,0,Right lane blocked due to accident on US-202 Eastbound near US-9 Roa Hook Rd.,97,Roa Hook Rd,L,Cortlandt Manor,Westchester,NY,10567-7300,US,US/Eastern,KHPN,05-07-19 6:56,67,67,100,29.69,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-08-18 14:36,01-08-18 22:22,43.03574,-87.93379,43.03564,-87.93984,0.306,At 22nd St/Clybourn St/Exit 309 - Accident. Left lane blocked.,nan,I-94 W,R,Milwaukee,Milwaukee,WI,53233,US,US/Central,KMKE,01-08-18 14:52,82,nan,51,29.9,10,SSW,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,16-11-18 7:26,16-11-18 7:56,35.09993,-89.859093,35.09993,-89.859093,0,Accident on Ridgeway Rd at Park Ave.,nan,Ridgeway Rd,R,Memphis,Shelby,TN,38119,US,US/Central,KOLV,16-11-18 7:50,39.2,35,75,30.17,10,SSW,5.8,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,05-03-20 23:22,05-03-20 23:54,34.136621,-117.536691,34.136621,-117.536691,0,At Day Creek Blvd - Accident.,nan,Day Creek Blvd,R,Rancho Cucamonga,San Bernardino,CA,91739,US,US/Pacific,KONT,05-03-20 22:53,64,64,52,29.02,10,VAR,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,26-03-19 9:02,26-03-19 10:36,29.73698,-95.369377,29.73698,-95.369377,0,Accident on Hamilton St at Elgin St.,1820,Elgin St,R,Houston,Harris,TX,77004-3020,US,US/Central,KMCJ,26-03-19 8:55,60.8,nan,59,30.27,9,NE,13.8,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,22-12-19 22:17,22-12-19 23:09,38.291182,-121.310941,38.291182,-121.310941,0,At CA-99 - Accident.,nan,Twin Cities Rd,R,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,22-12-19 21:53,48,46,93,29.87,10,SSE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,20-12-19 10:01,20-12-19 10:33,34.0412,-118.06432,34.0412,-118.06432,0,At CA-19/Rosemead Blvd - Accident.,nan,Rosemead Blvd,R,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,20-12-19 9:53,70,70,20,30.13,10,E,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,15-11-17 15:28,15-11-17 16:10,40.729263,-73.279846,nan,nan,1.580000043,Restrictions due to accident on NY-27 - service road Westbound between Exit 43 Sunrise Hwy and Exit 42 Sunrise Hwy.,1286,Manor Ln,R,Bay Shore,Suffolk,NY,11706-5345,US,US/Eastern,KISP,15-11-17 15:56,46.9,nan,61,30.18,10,East,8.1,nan,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,22-12-19 23:20,23-12-19 0:12,33.875331,-118.193156,33.875331,-118.193156,0,At I-710/Long Beach Fwy - Accident.,nan,Artesia Fwy E,R,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,22-12-19 23:27,55,55,86,29.81,2,NNE,7,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,21-04-20 17:44,21-04-20 18:45,34.972672,-81.938805,34.972672,-81.938805,0,Accident on US-176 Pine St at US-221 Whitney Rd.,nan,N Pine St E,R,Spartanburg,Spartanburg,SC,29303,US,US/Eastern,KSPA,21-04-20 17:35,73,73,22,28.92,10,W,21,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,07-12-17 18:30,07-12-17 19:15,34.033409,-118.18045,34.033409,-118.18045,0,Accident on CA-60 Eastbound before Exit 3A 3rd St.,3979,E 3rd St,L,Los Angeles,Los Angeles,CA,90063-2448,US,US/Pacific,KCQT,07-12-17 18:47,63,nan,18,30.31,10,Calm,nan,nan,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
3,23-11-20 16:31,23-11-20 18:00,33.521065,-86.827271,33.521065,-86.827271,0,Right lane blocked due to accident on I-20 Westbound at US-11 3rd Ave.,nan,I-20 W,R,Birmingham,Jefferson,AL,35204,US,US/Central,KBHM,23-11-20 16:53,52,52,47,29.56,10,NNE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,27-12-19 11:37,27-12-19 12:30,39.719043,-121.804036,39.719043,-121.804036,0,At E Park Ave - Accident.,nan,CA-99 S,R,Chico,Butte,CA,95928,US,US/Pacific,KCIC,27-12-19 11:47,52,52,47,29.85,80,NNW,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,17-10-20 13:48,17-10-20 15:19,33.868991,-117.543855,33.877793,-117.545868,0.619,Slow traffic on I-15 from Magnolia Ave (I-15) to CA-91 (I-15) due to accident.,nan,Corona Fwy N,R,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,17-10-20 13:56,90,90,34,29.34,10,W,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
